geocode,geography,year,topic,category,count
N20000117,Ballyclare_G2,2021,households,all_households,329
N20002909,Magherafelt_C4,2021,households,all_households,847
N20002910,Magherafelt_C5,2021,households,all_households,495
N20002771,Carrick_Castle_E1,2021,households,all_households,688
N20002772,Carrick_Castle_D1,2021,households,all_households,220
N20002773,Carrick_Castle_D2,2021,households,all_households,553
N20002774,Carrick_Castle_E2,2021,households,all_households,138
N20002803,Knockagh_B1,2021,households,all_households,415
N20000118,Ballyclare_G3,2021,households,all_households,55
N20002775,Carrick_Castle_C3,2021,households,all_households,278
N20002804,Knockagh_B2,2021,households,all_households,459
N20002805,Knockagh_C1,2021,households,all_households,284
N20000119,Ballyclare_G4,2021,households,all_households,138
N20000024,Dunsilly_C4,2021,households,all_households,483
N20002776,Carrick_Castle_D3,2021,households,all_households,965
N20002891,Moyola_H2,2021,households,all_households,656
N20000035,Antrim_A1,2021,households,all_households,911
N20002806,Knockagh_C2,2021,households,all_households,991
N20002892,Moyola_H3,2021,households,all_households,163
N20002777,Carrick_Castle_E3,2021,households,all_households,465
N20000036,Antrim_A2,2021,households,all_households,639
N20000025,Dunsilly_F2,2021,households,all_households,818
N20002778,Carrick_Castle_B2,2021,households,all_households,850
N20000026,Dunsilly_B4,2021,households,all_households,427
N20002779,Carrick_Castle_B3,2021,households,all_households,691
N20002911,Magherafelt_D1,2021,households,all_households,86
N20002007,Derg_D1,2021,households,all_households,926
N20002780,Carrick_Castle_D4,2021,households,all_households,456
N20002807,Knockagh_C3,2021,households,all_households,297
N20000027,Dunsilly_F3,2021,households,all_households,618
N20000028,Dunsilly_F4,2021,households,all_households,402
N20002781,Carrick_Castle_D5,2021,households,all_households,646
N20002912,Magherafelt_C6,2021,households,all_households,292
N20002221,Mid_Tyrone_A1,2021,households,all_households,297
N20000029,Dunsilly_F5,2021,households,all_households,152
N20002782,Carrick_Castle_E4,2021,households,all_households,860
N20002808,Knockagh_B3,2021,households,all_households,125
N20002783,Carrick_Castle_C4,2021,households,all_households,884
N20000037,Antrim_A3,2021,households,all_households,153
N20002809,Knockagh_A2,2021,households,all_households,592
N20000120,Ballyclare_H1,2021,households,all_households,83
N20002810,Knockagh_C4,2021,households,all_households,782
N20002784,Carrick_Castle_B4,2021,households,all_households,504
N20002785,Carrick_Castle_F1,2021,households,all_households,364
N20002811,Knockagh_D1,2021,households,all_households,20
N20002786,Carrick_Castle_E5,2021,households,all_households,175
N20000038,Antrim_B1,2021,households,all_households,788
N20002812,Knockagh_F1,2021,households,all_households,545
N20000039,Antrim_B2,2021,households,all_households,751
N20002787,Carrick_Castle_F2,2021,households,all_households,436
N20002788,Carrick_Castle_F3,2021,households,all_households,883
N20000040,Antrim_A4,2021,households,all_households,346
N20002813,Knockagh_D2,2021,households,all_households,928
N20002814,Knockagh_C5,2021,households,all_households,57
N20002789,Carrick_Castle_F4,2021,households,all_households,195
N20002815,Knockagh_D3,2021,households,all_households,783
N20000041,Antrim_C1,2021,households,all_households,41
N20002790,Carrick_Castle_G1,2021,households,all_households,354
N20002816,Knockagh_D4,2021,households,all_households,963
N20002817,Knockagh_E1,2021,households,all_households,870
N20002791,Carrick_Castle_F5,2021,households,all_households,717
N20002818,Knockagh_E2,2021,households,all_households,408
N20002819,Knockagh_F2,2021,households,all_households,426
N20002820,Knockagh_F3,2021,households,all_households,217
N20002913,Magherafelt_E1,2021,households,all_households,112
N20000030,Dunsilly_B5,2021,households,all_households,40
N20000121,Ballyclare_F5,2021,households,all_households,179
N20002792,Carrick_Castle_G2,2021,households,all_households,384
N20000042,Antrim_B3,2021,households,all_households,165
N20000043,Antrim_D1,2021,households,all_households,615
N20000122,Ballyclare_H2,2021,households,all_households,170
N20002793,Carrick_Castle_G3,2021,households,all_households,149
N20002893,Moyola_H4,2021,households,all_households,739
N20002821,Knockagh_E3,2021,households,all_households,726
N20002822,Knockagh_F4,2021,households,all_households,419
N20002794,Carrick_Castle_H1,2021,households,all_households,30
N20000031,Dunsilly_B6,2021,households,all_households,520
N20000044,Antrim_C2,2021,households,all_households,44
N20002795,Carrick_Castle_G4,2021,households,all_households,676
N20000045,Antrim_C3,2021,households,all_households,962
N20000046,Antrim_D2,2021,households,all_households,6
N20000047,Antrim_D3,2021,households,all_households,543
N20002796,Carrick_Castle_H2,2021,households,all_households,315
N20002797,Carrick_Castle_H3,2021,households,all_households,115
N20000048,Antrim_C4,2021,households,all_households,243
N20000123,Ballyclare_H3,2021,households,all_households,593
N20000049,Antrim_G1,2021,households,all_households,338
N20000050,Antrim_E1,2021,households,all_households,827
N20000032,Dunsilly_F6,2021,households,all_households,477
N20002798,Carrick_Castle_J1,2021,households,all_households,162
N20000051,Antrim_F1,2021,households,all_households,869
N20000052,Antrim_F2,2021,households,all_households,351
N20000053,Antrim_E2,2021,households,all_households,240
N20000054,Antrim_D4,2021,households,all_households,259
N20002008,Derg_D2,2021,households,all_households,579
N20002799,Carrick_Castle_J2,2021,households,all_households,746
N20000055,Antrim_E3,2021,households,all_households,452
N20002823,Knockagh_F5,2021,households,all_households,9
N20002800,Carrick_Castle_J3,2021,households,all_households,965
N20000033,Dunsilly_F7,2021,households,all_households,169
N20000056,Antrim_E4,2021,households,all_households,219
N20000057,Antrim_G2,2021,households,all_households,386
N20000058,Antrim_H1,2021,households,all_households,773
N20002914,Magherafelt_E2,2021,households,all_households,935
N20002801,Carrick_Castle_J4,2021,households,all_households,279
N20000059,Antrim_F3,2021,households,all_households,6
N20000060,Antrim_J1,2021,households,all_households,539
N20000061,Antrim_H2,2021,households,all_households,351
N20002824,Knockagh_F6,2021,households,all_households,143
N20000062,Antrim_H3,2021,households,all_households,299
N20002222,Mid_Tyrone_B1,2021,households,all_households,879
N20000034,Dunsilly_F8,2021,households,all_households,487
N20000063,Antrim_G3,2021,households,all_households,150
N20000064,Antrim_J2,2021,households,all_households,584
N20000065,Antrim_J3,2021,households,all_households,751
N20000124,Three_Mile_Water_A1,2021,households,all_households,35
N20000066,Antrim_K1,2021,households,all_households,670
N20000067,Antrim_K2,2021,households,all_households,674
N20000068,Antrim_G4,2021,households,all_households,264
N20002915,Magherafelt_D2,2021,households,all_households,751
N20000069,Antrim_L1,2021,households,all_households,313
N20000070,Antrim_J4,2021,households,all_households,622
N20000071,Antrim_G5,2021,households,all_households,666
N20000072,Antrim_L2,2021,households,all_households,468
N20002825,Knockagh_G1,2021,households,all_households,27
N20000125,Three_Mile_Water_B1,2021,households,all_households,761
N20000073,Antrim_F4,2021,households,all_households,753
N20000074,Antrim_K3,2021,households,all_households,179
N20000075,Antrim_L3,2021,households,all_households,490
N20000076,Antrim_N1,2021,households,all_households,672
N20000077,Antrim_N2,2021,households,all_households,112
N20002009,Derg_E1,2021,households,all_households,486
N20000078,Antrim_F5,2021,households,all_households,788
N20002826,Knockagh_G2,2021,households,all_households,136
N20000079,Antrim_K4,2021,households,all_households,898
N20000080,Antrim_J5,2021,households,all_households,661
N20000081,Antrim_N3,2021,households,all_households,930
N20000082,Antrim_K5,2021,households,all_households,660
N20000083,Antrim_N4,2021,households,all_households,42
N20000084,Antrim_N5,2021,households,all_households,280
N20000085,Antrim_L4,2021,households,all_households,162
N20000257,Airport_A1,2021,households,all_households,469
N20002010,Derg_E2,2021,households,all_households,564
N20002011,Derg_E3,2021,households,all_households,624
N20002916,Magherafelt_G1,2021,households,all_households,253
N20002827,Knockagh_G3,2021,households,all_households,624
N20000258,Airport_B1,2021,households,all_households,624
N20002828,Knockagh_H1,2021,households,all_households,930
N20002829,Knockagh_H2,2021,households,all_households,964
N20000259,Airport_A2,2021,households,all_households,224
N20002830,Knockagh_J1,2021,households,all_households,117
N20002831,Knockagh_H3,2021,households,all_households,895
N20002012,Derg_F1,2021,households,all_households,404
N20002832,Knockagh_G4,2021,households,all_households,107
N20002917,Magherafelt_G2,2021,households,all_households,515
N20002013,Derg_D3,2021,households,all_households,619
N20002014,Derg_F2,2021,households,all_households,250
N20002833,Knockagh_H4,2021,households,all_households,545
N20000126,Three_Mile_Water_C1,2021,households,all_households,281
N20002015,Derg_H1,2021,households,all_households,52
N20000127,Three_Mile_Water_A2,2021,households,all_households,382
N20000260,Airport_A3,2021,households,all_households,46
N20002834,Knockagh_H5,2021,households,all_households,708
N20000261,Airport_C1,2021,households,all_households,266
N20002016,Derg_F3,2021,households,all_households,241
N20000128,Three_Mile_Water_C2,2021,households,all_households,521
N20002017,Derg_G1,2021,households,all_households,758
N20002223,Mid_Tyrone_A2,2021,households,all_households,902
N20000129,Three_Mile_Water_A3,2021,households,all_households,275
N20000130,Three_Mile_Water_D1,2021,households,all_households,847
N20000131,Three_Mile_Water_A4,2021,households,all_households,230
N20000132,Three_Mile_Water_E1,2021,households,all_households,827
N20000133,Three_Mile_Water_C3,2021,households,all_households,328
N20002018,Derg_F4,2021,households,all_households,183
N20002835,Knockagh_J2,2021,households,all_households,296
N20002836,Knockagh_J3,2021,households,all_households,636
N20002918,Magherafelt_D3,2021,households,all_households,598
N20000262,Airport_C2,2021,households,all_households,519
N20002019,Derg_H2,2021,households,all_households,381
N20000134,Three_Mile_Water_E2,2021,households,all_households,636
N20002020,Derg_F5,2021,households,all_households,223
N20000135,Three_Mile_Water_D2,2021,households,all_households,470
N20000136,Three_Mile_Water_D3,2021,households,all_households,362
N20002021,Derg_F6,2021,households,all_households,168
N20000137,Three_Mile_Water_B2,2021,households,all_households,540
N20000263,Airport_B2,2021,households,all_households,854
N20000138,Three_Mile_Water_K1,2021,households,all_households,714
N20000139,Three_Mile_Water_B3,2021,households,all_households,534
N20000140,Three_Mile_Water_G1,2021,households,all_households,87
N20000264,Airport_B3,2021,households,all_households,483
N20000141,Three_Mile_Water_A5,2021,households,all_households,909
N20000142,Three_Mile_Water_F1,2021,households,all_households,137
N20000143,Three_Mile_Water_E3,2021,households,all_households,702
N20000144,Three_Mile_Water_D4,2021,households,all_households,743
N20002919,Magherafelt_E3,2021,households,all_households,129
N20000145,Three_Mile_Water_F2,2021,households,all_households,834
N20000211,Glengormley_Urban_C1,2021,households,all_households,76
N20000146,Three_Mile_Water_J1,2021,households,all_households,651
N20002022,Derg_F7,2021,households,all_households,403
N20000147,Three_Mile_Water_F3,2021,households,all_households,671
N20002920,Magherafelt_D4,2021,households,all_households,339
N20000148,Three_Mile_Water_H1,2021,households,all_households,951
N20000149,Three_Mile_Water_E4,2021,households,all_households,750
N20000150,Three_Mile_Water_J2,2021,households,all_households,321
N20000212,Glengormley_Urban_A1,2021,households,all_households,501
N20000151,Three_Mile_Water_H2,2021,households,all_households,79
N20000213,Glengormley_Urban_A2,2021,households,all_households,255
N20000152,Three_Mile_Water_G2,2021,households,all_households,943
N20000153,Three_Mile_Water_K2,2021,households,all_households,349
N20000154,Three_Mile_Water_F4,2021,households,all_households,727
N20002921,Magherafelt_F1,2021,households,all_households,266
N20002922,Magherafelt_F2,2021,households,all_households,196
N20000214,Glengormley_Urban_B1,2021,households,all_households,187
N20002929,Cookstown_A1,2021,households,all_households,606
N20000215,Glengormley_Urban_C2,2021,households,all_households,70
N20000155,Three_Mile_Water_J3,2021,households,all_households,321
N20000216,Glengormley_Urban_B2,2021,households,all_households,96
N20000156,Three_Mile_Water_H3,2021,households,all_households,384
N20000157,Three_Mile_Water_H4,2021,households,all_households,60
N20000217,Glengormley_Urban_A3,2021,households,all_households,984
N20000158,Three_Mile_Water_G3,2021,households,all_households,228
N20000159,Three_Mile_Water_J4,2021,households,all_households,349
N20000218,Glengormley_Urban_B3,2021,households,all_households,625
N20000160,Three_Mile_Water_G4,2021,households,all_households,66
N20000161,Three_Mile_Water_K3,2021,households,all_households,330
N20000219,Glengormley_Urban_C3,2021,households,all_households,969
N20000220,Glengormley_Urban_B4,2021,households,all_households,806
N20002923,Magherafelt_F3,2021,households,all_households,657
N20000162,Three_Mile_Water_G5,2021,households,all_households,795
N20002023,Derg_H3,2021,households,all_households,915
N20000164,Macedon_A1,2021,households,all_households,470
N20003679,Bangor_East_and_Donaghadee_E1,2021,households,all_households,591
N20003680,Bangor_East_and_Donaghadee_A1,2021,households,all_households,170
N20000221,Glengormley_Urban_D1,2021,households,all_households,427
N20000222,Glengormley_Urban_E1,2021,households,all_households,923
N20000223,Glengormley_Urban_D2,2021,households,all_households,435
N20000165,Macedon_A2,2021,households,all_households,421
N20000166,Macedon_B1,2021,households,all_households,939
N20000224,Glengormley_Urban_B5,2021,households,all_households,289
N20000225,Glengormley_Urban_E2,2021,households,all_households,958
N20000226,Glengormley_Urban_D3,2021,households,all_households,455
N20003681,Bangor_East_and_Donaghadee_A2,2021,households,all_households,455
N20000167,Macedon_B2,2021,households,all_households,871
N20000265,Airport_D1,2021,households,all_households,308
N20000163,Three_Mile_Water_K4,2021,households,all_households,978
N20002924,Magherafelt_F4,2021,households,all_households,899
N20002930,Cookstown_A2,2021,households,all_households,235
N20003682,Bangor_East_and_Donaghadee_A3,2021,households,all_households,87
N20000168,Macedon_C1,2021,households,all_households,475
N20000266,Airport_C3,2021,households,all_households,42
N20000169,Macedon_B3,2021,households,all_households,485
N20000227,Glengormley_Urban_C4,2021,households,all_households,444
N20000267,Airport_D2,2021,households,all_households,453
N20000268,Airport_F1,2021,households,all_households,463
N20000170,Macedon_C2,2021,households,all_households,458
N20000228,Glengormley_Urban_E3,2021,households,all_households,796
N20000229,Glengormley_Urban_E4,2021,households,all_households,903
N20000171,Macedon_C3,2021,households,all_households,281
N20000172,Macedon_B4,2021,households,all_households,97
N20000230,Glengormley_Urban_D4,2021,households,all_households,697
N20000269,Airport_D3,2021,households,all_households,591
N20002925,Magherafelt_G3,2021,households,all_households,530
N20000173,Macedon_A3,2021,households,all_households,368
N20000231,Glengormley_Urban_F1,2021,households,all_households,466
N20000232,Glengormley_Urban_G1,2021,households,all_households,286
N20000174,Macedon_D1,2021,households,all_households,386
N20003537,Holywood_and_Clandeboye_A1,2021,households,all_households,700
N20000175,Macedon_C4,2021,households,all_households,195
N20000233,Glengormley_Urban_F2,2021,households,all_households,6
N20000176,Macedon_C5,2021,households,all_households,410
N20000177,Macedon_B5,2021,households,all_households,416
N20000234,Glengormley_Urban_G2,2021,households,all_households,828
N20000235,Glengormley_Urban_G3,2021,households,all_households,311
N20000178,Macedon_E1,2021,households,all_households,786
N20003621,Bangor_Central_A1,2021,households,all_households,510
N20000236,Glengormley_Urban_H1,2021,households,all_households,253
N20000237,Glengormley_Urban_H2,2021,households,all_households,773
N20003538,Holywood_and_Clandeboye_A2,2021,households,all_households,670
N20000238,Glengormley_Urban_F3,2021,households,all_households,406
N20000179,Macedon_E2,2021,households,all_households,787
N20000239,Glengormley_Urban_G4,2021,households,all_households,542
N20000240,Glengormley_Urban_F4,2021,households,all_households,426
N20000270,Airport_E1,2021,households,all_households,502
N20000271,Airport_D4,2021,households,all_households,589
N20000180,Macedon_D2,2021,households,all_households,14
N20000181,Macedon_F1,2021,households,all_households,759
N20000241,Glengormley_Urban_G5,2021,households,all_households,358
N20000242,Glengormley_Urban_H3,2021,households,all_households,716
N20003622,Bangor_Central_B1,2021,households,all_households,601
N20003683,Bangor_East_and_Donaghadee_B1,2021,households,all_households,381
N20003539,Holywood_and_Clandeboye_F1,2021,households,all_households,362
N20003623,Bangor_Central_A2,2021,households,all_households,540
N20003684,Bangor_East_and_Donaghadee_B2,2021,households,all_households,622
N20000243,Glengormley_Urban_J1,2021,households,all_households,617
N20003578,Bangor_West_A1,2021,households,all_households,678
N20000182,Macedon_D3,2021,households,all_households,45
N20003624,Bangor_Central_A3,2021,households,all_households,902
N20000183,Macedon_F2,2021,households,all_households,996
N20003625,Bangor_Central_B2,2021,households,all_households,827
N20003540,Holywood_and_Clandeboye_A3,2021,households,all_households,325
N20003685,Bangor_East_and_Donaghadee_E2,2021,households,all_households,505
N20000244,Glengormley_Urban_J2,2021,households,all_households,259
N20000184,Macedon_F3,2021,households,all_households,537
N20000272,Airport_E2,2021,households,all_households,915
N20000245,Glengormley_Urban_J3,2021,households,all_households,374
N20003626,Bangor_Central_D1,2021,households,all_households,424
N20003627,Bangor_Central_E1,2021,households,all_households,575
N20003628,Bangor_Central_C1,2021,households,all_households,456
N20002024,Derg_G2,2021,households,all_households,809
N20000185,Macedon_E3,2021,households,all_households,239
N20003629,Bangor_Central_E2,2021,households,all_households,793
N20000246,Glengormley_Urban_K1,2021,households,all_households,467
N20002224,Mid_Tyrone_A3,2021,households,all_households,368
N20003686,Bangor_East_and_Donaghadee_B3,2021,households,all_households,798
N20000247,Glengormley_Urban_K2,2021,households,all_households,642
N20003687,Bangor_East_and_Donaghadee_B4,2021,households,all_households,541
N20000186,Macedon_H1,2021,households,all_households,784
N20003541,Holywood_and_Clandeboye_B1,2021,households,all_households,433
N20003630,Bangor_Central_D2,2021,households,all_households,382
N20000248,Glengormley_Urban_L1,2021,households,all_households,194
N20003688,Bangor_East_and_Donaghadee_C1,2021,households,all_households,578
N20002225,Mid_Tyrone_B2,2021,households,all_households,897
N20000187,Macedon_F4,2021,households,all_households,92
N20000249,Glengormley_Urban_J4,2021,households,all_households,118
N20000273,Airport_E3,2021,households,all_households,196
N20003579,Bangor_West_A2,2021,households,all_households,524
N20000274,Airport_G1,2021,households,all_households,758
N20000275,Airport_E4,2021,households,all_households,618
N20003631,Bangor_Central_F1,2021,households,all_households,800
N20003632,Bangor_Central_C2,2021,households,all_households,599
N20003542,Holywood_and_Clandeboye_B2,2021,households,all_households,60
N20003633,Bangor_Central_F2,2021,households,all_households,39
N20003689,Bangor_East_and_Donaghadee_B5,2021,households,all_households,294
N20003634,Bangor_Central_E3,2021,households,all_households,782
N20000250,Glengormley_Urban_J5,2021,households,all_households,958
N20000276,Airport_E5,2021,households,all_households,176
N20000188,Macedon_H2,2021,households,all_households,261
N20003635,Bangor_Central_B3,2021,households,all_households,901
N20000189,Macedon_J1,2021,households,all_households,128
N20000190,Macedon_G1,2021,households,all_households,142
N20000191,Macedon_E4,2021,households,all_households,626
N20002926,Magherafelt_D5,2021,households,all_households,231
N20002927,Magherafelt_G4,2021,households,all_households,366
N20000277,Airport_E6,2021,households,all_households,962
N20003543,Holywood_and_Clandeboye_B3,2021,households,all_households,274
N20000192,Macedon_G2,2021,households,all_households,471
N20003636,Bangor_Central_F3,2021,households,all_households,681
N20003637,Bangor_Central_B4,2021,households,all_households,87
N20003580,Bangor_West_A3,2021,households,all_households,672
N20003638,Bangor_Central_E4,2021,households,all_households,734
N20000251,Glengormley_Urban_L2,2021,households,all_households,279
N20003581,Bangor_West_A4,2021,households,all_households,18
N20003639,Bangor_Central_D3,2021,households,all_households,221
N20003544,Holywood_and_Clandeboye_F2,2021,households,all_households,921
N20000252,Glengormley_Urban_L3,2021,households,all_households,54
N20003582,Bangor_West_C1,2021,households,all_households,495
N20000193,Macedon_G3,2021,households,all_households,485
N20003640,Bangor_Central_C3,2021,households,all_households,231
N20000253,Glengormley_Urban_K3,2021,households,all_households,834
N20000254,Glengormley_Urban_K4,2021,households,all_households,823
N20003690,Bangor_East_and_Donaghadee_B6,2021,households,all_households,328
N20000194,Macedon_K1,2021,households,all_households,889
N20000195,Macedon_G4,2021,households,all_households,534
N20003545,Holywood_and_Clandeboye_F3,2021,households,all_households,312
N20003641,Bangor_Central_E5,2021,households,all_households,263
N20000196,Macedon_J2,2021,households,all_households,923
N20003642,Bangor_Central_C4,2021,households,all_households,99
N20000197,Macedon_K2,2021,households,all_households,555
N20000198,Macedon_K3,2021,households,all_households,514
N20003583,Bangor_West_A5,2021,households,all_households,680
N20003546,Holywood_and_Clandeboye_C1,2021,households,all_households,744
N20003643,Bangor_Central_B5,2021,households,all_households,537
N20003584,Bangor_West_A6,2021,households,all_households,34
N20000255,Glengormley_Urban_L4,2021,households,all_households,220
N20003691,Bangor_East_and_Donaghadee_B7,2021,households,all_households,395
N20003585,Bangor_West_B1,2021,households,all_households,587
N20000199,Macedon_G5,2021,households,all_households,454
N20002928,Magherafelt_E4,2021,households,all_households,297
N20003692,Bangor_East_and_Donaghadee_D1,2021,households,all_households,18
N20000200,Macedon_K4,2021,households,all_households,617
N20003644,Bangor_Central_F4,2021,households,all_households,20
N20003645,Bangor_Central_G1,2021,households,all_households,556
N20000201,Macedon_J3,2021,households,all_households,89
N20003586,Bangor_West_D1,2021,households,all_households,598
N20003587,Bangor_West_B2,2021,households,all_households,103
N20003588,Bangor_West_B3,2021,households,all_households,813
N20003646,Bangor_Central_G2,2021,households,all_households,868
N20003589,Bangor_West_C2,2021,households,all_households,700
N20003547,Holywood_and_Clandeboye_C2,2021,households,all_households,960
N20002931,Cookstown_A3,2021,households,all_households,606
N20003590,Bangor_West_D2,2021,households,all_households,101
N20002025,Derg_G3,2021,households,all_households,871
N20003647,Bangor_Central_G3,2021,households,all_households,727
N20003591,Bangor_West_E1,2021,households,all_households,176
N20000202,Macedon_K5,2021,households,all_households,139
N20000203,Macedon_J4,2021,households,all_households,667
N20003592,Bangor_West_F1,2021,households,all_households,803
N20003693,Bangor_East_and_Donaghadee_C2,2021,households,all_households,401
N20003593,Bangor_West_D3,2021,households,all_households,978
N20000787,Castle_A1,2021,households,all_households,600
N20003594,Bangor_West_E2,2021,households,all_households,620
N20003595,Bangor_West_C3,2021,households,all_households,13
N20003694,Bangor_East_and_Donaghadee_D2,2021,households,all_households,873
N20003596,Bangor_West_F2,2021,households,all_households,163
N20003597,Bangor_West_D4,2021,households,all_households,791
N20003598,Bangor_West_C4,2021,households,all_households,27
N20000788,Castle_A2,2021,households,all_households,837
N20002226,Mid_Tyrone_B3,2021,households,all_households,572
N20003695,Bangor_East_and_Donaghadee_D3,2021,households,all_households,104
N20003696,Bangor_East_and_Donaghadee_F1,2021,households,all_households,887
N20003599,Bangor_West_F3,2021,households,all_households,516
N20000204,Macedon_J5,2021,households,all_households,258
N20003600,Bangor_West_E3,2021,households,all_households,711
N20003601,Bangor_West_G1,2021,households,all_households,346
N20000205,Macedon_H3,2021,households,all_households,518
N20003648,Bangor_Central_H1,2021,households,all_households,436
N20003649,Bangor_Central_H2,2021,households,all_households,827
N20003650,Bangor_Central_J1,2021,households,all_households,612
N20000278,Airport_C4,2021,households,all_households,99
N20003602,Bangor_West_D5,2021,households,all_households,750
N20002150,West_Tyrone_A1,2021,households,all_households,309
N20003697,Bangor_East_and_Donaghadee_F2,2021,households,all_households,551
N20000206,Macedon_H4,2021,households,all_households,413
N20003603,Bangor_West_G2,2021,households,all_households,953
N20003698,Bangor_East_and_Donaghadee_G1,2021,households,all_households,727
N20003604,Bangor_West_E4,2021,households,all_households,173
N20003548,Holywood_and_Clandeboye_D1,2021,households,all_households,305
N20003605,Bangor_West_F4,2021,households,all_households,212
N20003606,Bangor_West_E5,2021,households,all_households,62
N20000207,Macedon_L1,2021,households,all_households,391
N20003607,Bangor_West_H1,2021,households,all_households,793
N20003699,Bangor_East_and_Donaghadee_G2,2021,households,all_households,570
N20003608,Bangor_West_H2,2021,households,all_households,663
N20000256,Glengormley_Urban_L5,2021,households,all_households,913
N20003609,Bangor_West_H3,2021,households,all_households,466
N20002026,Derg_H4,2021,households,all_households,801
N20000789,Castle_A3,2021,households,all_households,664
N20003651,Bangor_Central_K1,2021,households,all_households,295
N20003652,Bangor_Central_J2,2021,households,all_households,180
N20003610,Bangor_West_G3,2021,households,all_households,489
N20003700,Bangor_East_and_Donaghadee_C3,2021,households,all_households,384
N20003701,Bangor_East_and_Donaghadee_F3,2021,households,all_households,912
N20003611,Bangor_West_J1,2021,households,all_households,816
N20003702,Bangor_East_and_Donaghadee_F4,2021,households,all_households,842
N20003653,Bangor_Central_K2,2021,households,all_households,33
N20003703,Bangor_East_and_Donaghadee_G3,2021,households,all_households,41
N20003704,Bangor_East_and_Donaghadee_C4,2021,households,all_households,509
N20003612,Bangor_West_E6,2021,households,all_households,48
N20003549,Holywood_and_Clandeboye_D2,2021,households,all_households,139
N20003705,Bangor_East_and_Donaghadee_G4,2021,households,all_households,961
N20003613,Bangor_West_J2,2021,households,all_households,210
N20000208,Macedon_L2,2021,households,all_households,521
N20000209,Macedon_L3,2021,households,all_households,214
N20003614,Bangor_West_G4,2021,households,all_households,118
N20003706,Bangor_East_and_Donaghadee_F5,2021,households,all_households,386
N20000790,Castle_B1,2021,households,all_households,282
N20003615,Bangor_West_G5,2021,households,all_households,825
N20002227,Mid_Tyrone_B4,2021,households,all_households,32
N20003654,Bangor_Central_H3,2021,households,all_households,467
N20003655,Bangor_Central_J3,2021,households,all_households,747
N20003616,Bangor_West_H4,2021,households,all_households,536
N20003656,Bangor_Central_K3,2021,households,all_households,876
N20003617,Bangor_West_H5,2021,households,all_households,293
N20000210,Macedon_L4,2021,households,all_households,447
N20003657,Bangor_Central_K4,2021,households,all_households,152
N20003707,Bangor_East_and_Donaghadee_J1,2021,households,all_households,241
N20003708,Bangor_East_and_Donaghadee_G5,2021,households,all_households,631
N20003709,Bangor_East_and_Donaghadee_G6,2021,households,all_households,411
N20003710,Bangor_East_and_Donaghadee_H1,2021,households,all_households,940
N20000791,Castle_B2,2021,households,all_households,607
N20003618,Bangor_West_H6,2021,households,all_households,392
N20003658,Bangor_Central_J4,2021,households,all_households,80
N20000792,Castle_B3,2021,households,all_households,854
N20003711,Bangor_East_and_Donaghadee_J2,2021,households,all_households,516
N20000793,Castle_B4,2021,households,all_households,910
N20003712,Bangor_East_and_Donaghadee_H2,2021,households,all_households,855
N20003619,Bangor_West_J3,2021,households,all_households,83
N20002228,Mid_Tyrone_A4,2021,households,all_households,733
N20003713,Bangor_East_and_Donaghadee_J3,2021,households,all_households,212
N20003620,Bangor_West_J4,2021,households,all_households,770
N20003659,Bangor_Central_L1,2021,households,all_households,593
N20003714,Bangor_East_and_Donaghadee_H3,2021,households,all_households,755
N20000279,Airport_F2,2021,households,all_households,472
N20003550,Holywood_and_Clandeboye_E1,2021,households,all_households,689
N20003715,Bangor_East_and_Donaghadee_J4,2021,households,all_households,574
N20003660,Bangor_Central_K5,2021,households,all_households,651
N20003661,Bangor_Central_P1,2021,households,all_households,108
N20003716,Bangor_East_and_Donaghadee_H4,2021,households,all_households,646
N20003717,Bangor_East_and_Donaghadee_H5,2021,households,all_households,743
N20000794,Castle_C1,2021,households,all_households,61
N20003718,Bangor_East_and_Donaghadee_J5,2021,households,all_households,599
N20002027,Derg_H5,2021,households,all_households,314
N20000280,Airport_G2,2021,households,all_households,615
N20002932,Cookstown_B1,2021,households,all_households,614
N20003719,Bangor_East_and_Donaghadee_H6,2021,households,all_households,638
N20003662,Bangor_Central_L2,2021,households,all_households,609
N20003551,Holywood_and_Clandeboye_D3,2021,households,all_households,662
N20003720,Bangor_East_and_Donaghadee_J6,2021,households,all_households,737
N20003721,Bangor_East_and_Donaghadee_E3,2021,households,all_households,99
N20000795,Castle_C2,2021,households,all_households,31
N20003722,Bangor_East_and_Donaghadee_K1,2021,households,all_households,720
N20003663,Bangor_Central_N1,2021,households,all_households,266
N20003723,Bangor_East_and_Donaghadee_J7,2021,households,all_households,33
N20000796,Castle_D1,2021,households,all_households,360
N20003552,Holywood_and_Clandeboye_H1,2021,households,all_households,848
N20003553,Holywood_and_Clandeboye_E2,2021,households,all_households,894
N20003554,Holywood_and_Clandeboye_G1,2021,households,all_households,313
N20003664,Bangor_Central_L3,2021,households,all_households,817
N20003665,Bangor_Central_L4,2021,households,all_households,37
N20003555,Holywood_and_Clandeboye_E3,2021,households,all_households,979
N20000711,Oldpark_A1,2021,households,all_households,665
N20003556,Holywood_and_Clandeboye_G2,2021,households,all_households,25
N20003557,Holywood_and_Clandeboye_G3,2021,households,all_households,168
N20003724,Bangor_East_and_Donaghadee_K2,2021,households,all_households,632
N20002933,Cookstown_E1,2021,households,all_households,613
N20003666,Bangor_Central_N2,2021,households,all_households,771
